Image,Age,Historical Notes
artifact_dataset/augmented_images\453447_aug5.jpg,698.5,dated 79 AH/698–99 CE
artifact_dataset/augmented_images\444958_aug1.jpg,711.5,dated 93 AH/711–12 CE
artifact_dataset/augmented_images\444958_aug2.jpg,711.5,dated 93 AH/711–12 CE
artifact_dataset/augmented_images\444958_aug3.jpg,711.5,dated 93 AH/711–12 CE
artifact_dataset/augmented_images\444958_aug4.jpg,711.5,dated 93 AH/711–12 CE
artifact_dataset/augmented_images\444958_aug5.jpg,711.5,dated 93 AH/711–12 CE
artifact_dataset/augmented_images\479347_aug1.jpg,499.5,"4th–7th century, Coptic"
artifact_dataset/augmented_images\479347_aug2.jpg,499.5,"4th–7th century, Coptic"
artifact_dataset/augmented_images\479347_aug3.jpg,499.5,"4th–7th century, Coptic"
artifact_dataset/augmented_images\479347_aug4.jpg,499.5,"4th–7th century, Coptic"
artifact_dataset/augmented_images\479347_aug5.jpg,499.5,"4th–7th century, Coptic"
artifact_dataset/augmented_images\454764_aug1.jpg,1240.5,dated 638 AH/1240–41 CE
artifact_dataset/augmented_images\454764_aug2.jpg,1240.5,dated 638 AH/1240–41 CE
artifact_dataset/augmented_images\454764_aug3.jpg,1240.5,dated 638 AH/1240–41 CE
artifact_dataset/augmented_images\454764_aug4.jpg,1240.5,dated 638 AH/1240–41 CE
artifact_dataset/augmented_images\454764_aug5.jpg,1240.5,dated 638 AH/1240–41 CE
artifact_dataset/augmented_images\454763_aug1.jpg,1218.5,dated 615 AH/1218–19 CE
artifact_dataset/augmented_images\454763_aug2.jpg,1218.5,dated 615 AH/1218–19 CE
artifact_dataset/augmented_images\454763_aug3.jpg,1218.5,dated 615 AH/1218–19 CE
artifact_dataset/augmented_images\454763_aug4.jpg,1218.5,dated 615 AH/1218–19 CE
artifact_dataset/augmented_images\454763_aug5.jpg,1218.5,dated 615 AH/1218–19 CE
artifact_dataset/augmented_images\470471_aug1.jpg,1048.5,"ca. 1042–55, Byzantine"
artifact_dataset/augmented_images\470471_aug2.jpg,1048.5,"ca. 1042–55, Byzantine"
artifact_dataset/augmented_images\470471_aug3.jpg,1048.5,"ca. 1042–55, Byzantine"
artifact_dataset/augmented_images\470471_aug4.jpg,1048.5,"ca. 1042–55, Byzantine"
artifact_dataset/augmented_images\470471_aug5.jpg,1048.5,"ca. 1042–55, Byzantine"
artifact_dataset/augmented_images\469088_aug1.jpg,1449.5,"15th century, British"
artifact_dataset/augmented_images\469088_aug2.jpg,1449.5,"15th century, British"
artifact_dataset/augmented_images\469088_aug3.jpg,1449.5,"15th century, British"
artifact_dataset/augmented_images\469088_aug4.jpg,1449.5,"15th century, British"
artifact_dataset/augmented_images\469088_aug5.jpg,1449.5,"15th century, British"
artifact_dataset/augmented_images\444855_aug1.jpg,1028.0,dated 419 AH/1028 CE
artifact_dataset/augmented_images\444855_aug2.jpg,1028.0,dated 419 AH/1028 CE
artifact_dataset/augmented_images\444855_aug3.jpg,1028.0,dated 419 AH/1028 CE
artifact_dataset/augmented_images\444855_aug4.jpg,1028.0,dated 419 AH/1028 CE
artifact_dataset/augmented_images\444855_aug5.jpg,1028.0,dated 419 AH/1028 CE
artifact_dataset/augmented_images\444858_aug1.jpg,1210.0,dated 606 AH/1209–10 CE
artifact_dataset/augmented_images\444858_aug2.jpg,1210.0,dated 606 AH/1209–10 CE
artifact_dataset/augmented_images\444858_aug3.jpg,1210.0,dated 606 AH/1209–10 CE
artifact_dataset/augmented_images\444858_aug4.jpg,1210.0,dated 606 AH/1209–10 CE
artifact_dataset/augmented_images\444858_aug5.jpg,1210.0,dated 606 AH/1209–10 CE
artifact_dataset/augmented_images\453471_aug1.jpg,1188.5,dated 584 AH/1188–89 CE
artifact_dataset/augmented_images\453471_aug2.jpg,1188.5,dated 584 AH/1188–89 CE
artifact_dataset/augmented_images\453471_aug3.jpg,1188.5,dated 584 AH/1188–89 CE
artifact_dataset/augmented_images\453471_aug4.jpg,1188.5,dated 584 AH/1188–89 CE
artifact_dataset/augmented_images\453471_aug5.jpg,1188.5,dated 584 AH/1188–89 CE
artifact_dataset/augmented_images\477816_aug1.jpg,1350.0,"ca. 1350, British"
artifact_dataset/augmented_images\477816_aug2.jpg,1350.0,"ca. 1350, British"
artifact_dataset/augmented_images\477816_aug3.jpg,1350.0,"ca. 1350, British"
artifact_dataset/augmented_images\477816_aug4.jpg,1350.0,"ca. 1350, British"
artifact_dataset/augmented_images\477816_aug5.jpg,1350.0,"ca. 1350, British"
artifact_dataset/augmented_images\475175_aug1.jpg,1467.0,"1464–1470, British"
artifact_dataset/augmented_images\475175_aug2.jpg,1467.0,"1464–1470, British"
artifact_dataset/augmented_images\475175_aug3.jpg,1467.0,"1464–1470, British"
artifact_dataset/augmented_images\475175_aug4.jpg,1467.0,"1464–1470, British"
artifact_dataset/augmented_images\475175_aug5.jpg,1467.0,"1464–1470, British"
artifact_dataset/augmented_images\453444_aug1.jpg,1243.0,dated 641 AH/1243 CE
artifact_dataset/augmented_images\453444_aug2.jpg,1243.0,dated 641 AH/1243 CE
artifact_dataset/augmented_images\453444_aug3.jpg,1243.0,dated 641 AH/1243 CE
artifact_dataset/augmented_images\453444_aug4.jpg,1243.0,dated 641 AH/1243 CE
artifact_dataset/augmented_images\453444_aug5.jpg,1243.0,dated 641 AH/1243 CE
artifact_dataset/augmented_images\32954_aug1.jpg,1150.5,"12th century, Byzantine"
artifact_dataset/augmented_images\32954_aug2.jpg,1150.5,"12th century, Byzantine"
artifact_dataset/augmented_images\32954_aug3.jpg,1150.5,"12th century, Byzantine"
artifact_dataset/augmented_images\32954_aug4.jpg,1150.5,"12th century, Byzantine"
artifact_dataset/augmented_images\32954_aug5.jpg,1150.5,"12th century, Byzantine"
artifact_dataset/augmented_images\32955_aug1.jpg,1360.0,"ca. 1360, British"
artifact_dataset/augmented_images\32955_aug2.jpg,1360.0,"ca. 1360, British"
artifact_dataset/augmented_images\32955_aug3.jpg,1360.0,"ca. 1360, British"
artifact_dataset/augmented_images\32955_aug4.jpg,1360.0,"ca. 1360, British"
artifact_dataset/augmented_images\32955_aug5.jpg,1360.0,"ca. 1360, British"
artifact_dataset/augmented_images\464812_aug1.jpg,836.5,"831–842, Byzantine"
artifact_dataset/augmented_images\464812_aug2.jpg,836.5,"831–842, Byzantine"
artifact_dataset/augmented_images\464812_aug3.jpg,836.5,"831–842, Byzantine"
artifact_dataset/augmented_images\464812_aug4.jpg,836.5,"831–842, Byzantine"
artifact_dataset/augmented_images\464812_aug5.jpg,836.5,"831–842, Byzantine"
artifact_dataset/augmented_images\469072_aug1.jpg,1049.5,"11th century, British"
artifact_dataset/augmented_images\469072_aug2.jpg,1049.5,"11th century, British"
artifact_dataset/augmented_images\469072_aug3.jpg,1049.5,"11th century, British"
artifact_dataset/augmented_images\469072_aug4.jpg,1049.5,"11th century, British"
artifact_dataset/augmented_images\469072_aug5.jpg,1049.5,"11th century, British"
artifact_dataset/augmented_images\469172_aug1.jpg,200.5,"200–201, Roman"
artifact_dataset/augmented_images\469172_aug2.jpg,200.5,"200–201, Roman"
artifact_dataset/augmented_images\469172_aug3.jpg,200.5,"200–201, Roman"
artifact_dataset/augmented_images\469172_aug4.jpg,200.5,"200–201, Roman"
artifact_dataset/augmented_images\469172_aug5.jpg,200.5,"200–201, Roman"
artifact_dataset/augmented_images\469171_aug1.jpg,863.5,"861–866, British"
artifact_dataset/augmented_images\469171_aug2.jpg,863.5,"861–866, British"
artifact_dataset/augmented_images\469171_aug3.jpg,863.5,"861–866, British"
artifact_dataset/augmented_images\469171_aug4.jpg,863.5,"861–866, British"
artifact_dataset/augmented_images\469171_aug5.jpg,863.5,"861–866, British"
artifact_dataset/augmented_images\478754_aug1.jpg,499.5,"4th–7th century, Coptic"
artifact_dataset/augmented_images\478754_aug2.jpg,499.5,"4th–7th century, Coptic"
artifact_dataset/augmented_images\478754_aug3.jpg,499.5,"4th–7th century, Coptic"
artifact_dataset/augmented_images\478754_aug4.jpg,499.5,"4th–7th century, Coptic"
artifact_dataset/augmented_images\478754_aug5.jpg,499.5,"4th–7th century, Coptic"
artifact_dataset/augmented_images\464907_aug1.jpg,350.0,"200–500, Roman"
artifact_dataset/augmented_images\464907_aug2.jpg,350.0,"200–500, Roman"
artifact_dataset/augmented_images\464907_aug3.jpg,350.0,"200–500, Roman"
artifact_dataset/augmented_images\464907_aug4.jpg,350.0,"200–500, Roman"
artifact_dataset/augmented_images\464907_aug5.jpg,350.0,"200–500, Roman"
artifact_dataset/augmented_images\469170_aug1.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\469170_aug2.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\469170_aug3.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\469170_aug4.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\469170_aug5.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\462738_aug1.jpg,1472.0,"1461–83, British"
artifact_dataset/augmented_images\462738_aug2.jpg,1472.0,"1461–83, British"
artifact_dataset/augmented_images\462738_aug3.jpg,1472.0,"1461–83, British"
artifact_dataset/augmented_images\462738_aug4.jpg,1472.0,"1461–83, British"
artifact_dataset/augmented_images\462738_aug5.jpg,1472.0,"1461–83, British"
artifact_dataset/augmented_images\469166_aug1.jpg,1361.0,"1361–69, British"
artifact_dataset/augmented_images\469166_aug2.jpg,1361.0,"1361–69, British"
artifact_dataset/augmented_images\469166_aug3.jpg,1361.0,"1361–69, British"
artifact_dataset/augmented_images\469166_aug4.jpg,1361.0,"1361–69, British"
artifact_dataset/augmented_images\469166_aug5.jpg,1361.0,"1361–69, British"
artifact_dataset/augmented_images\469076_aug1.jpg,1349.5,"14th century, French"
artifact_dataset/augmented_images\469076_aug2.jpg,1349.5,"14th century, French"
artifact_dataset/augmented_images\469076_aug3.jpg,1349.5,"14th century, French"
artifact_dataset/augmented_images\469076_aug4.jpg,1349.5,"14th century, French"
artifact_dataset/augmented_images\469076_aug5.jpg,1349.5,"14th century, French"
artifact_dataset/augmented_images\469167_aug1.jpg,1352.0,"1327–77, British"
artifact_dataset/augmented_images\469167_aug2.jpg,1352.0,"1327–77, British"
artifact_dataset/augmented_images\469167_aug3.jpg,1352.0,"1327–77, British"
artifact_dataset/augmented_images\469167_aug4.jpg,1352.0,"1327–77, British"
artifact_dataset/augmented_images\469167_aug5.jpg,1352.0,"1327–77, British"
artifact_dataset/augmented_images\469168_aug1.jpg,1352.0,"1327–77, British"
artifact_dataset/augmented_images\469168_aug2.jpg,1352.0,"1327–77, British"
artifact_dataset/augmented_images\469168_aug3.jpg,1352.0,"1327–77, British"
artifact_dataset/augmented_images\469168_aug4.jpg,1352.0,"1327–77, British"
artifact_dataset/augmented_images\469168_aug5.jpg,1352.0,"1327–77, British"
artifact_dataset/augmented_images\466048_aug1.jpg,649.5,"7th century, Byzantine"
artifact_dataset/augmented_images\466048_aug2.jpg,649.5,"7th century, Byzantine"
artifact_dataset/augmented_images\466048_aug3.jpg,649.5,"7th century, Byzantine"
artifact_dataset/augmented_images\466048_aug4.jpg,649.5,"7th century, Byzantine"
artifact_dataset/augmented_images\466048_aug5.jpg,649.5,"7th century, Byzantine"
artifact_dataset/augmented_images\469075_aug1.jpg,1357.0,"ca. 1350–64, French"
artifact_dataset/augmented_images\469075_aug2.jpg,1357.0,"ca. 1350–64, French"
artifact_dataset/augmented_images\469075_aug3.jpg,1357.0,"ca. 1350–64, French"
artifact_dataset/augmented_images\469075_aug4.jpg,1357.0,"ca. 1350–64, French"
artifact_dataset/augmented_images\469075_aug5.jpg,1357.0,"ca. 1350–64, French"
artifact_dataset/augmented_images\477817_aug1.jpg,1467.0,"1464–70, British"
artifact_dataset/augmented_images\477817_aug2.jpg,1467.0,"1464–70, British"
artifact_dataset/augmented_images\477817_aug3.jpg,1467.0,"1464–70, British"
artifact_dataset/augmented_images\477817_aug4.jpg,1467.0,"1464–70, British"
artifact_dataset/augmented_images\477817_aug5.jpg,1467.0,"1464–70, British"
artifact_dataset/augmented_images\32960_aug1.jpg,1441.5,"1422–61, British"
artifact_dataset/augmented_images\32960_aug2.jpg,1441.5,"1422–61, British"
artifact_dataset/augmented_images\32960_aug3.jpg,1441.5,"1422–61, British"
artifact_dataset/augmented_images\32960_aug4.jpg,1441.5,"1422–61, British"
artifact_dataset/augmented_images\32960_aug5.jpg,1441.5,"1422–61, British"
artifact_dataset/augmented_images\464969_aug1.jpg,350.0,"200–500, Roman"
artifact_dataset/augmented_images\464969_aug2.jpg,350.0,"200–500, Roman"
artifact_dataset/augmented_images\464969_aug3.jpg,350.0,"200–500, Roman"
artifact_dataset/augmented_images\464969_aug4.jpg,350.0,"200–500, Roman"
artifact_dataset/augmented_images\464969_aug5.jpg,350.0,"200–500, Roman"
artifact_dataset/augmented_images\32959_aug1.jpg,1372.0,"1364–80, French"
artifact_dataset/augmented_images\32959_aug2.jpg,1372.0,"1364–80, French"
artifact_dataset/augmented_images\32959_aug3.jpg,1372.0,"1364–80, French"
artifact_dataset/augmented_images\32959_aug4.jpg,1372.0,"1364–80, French"
artifact_dataset/augmented_images\32959_aug5.jpg,1372.0,"1364–80, French"
artifact_dataset/augmented_images\32847_aug1.jpg,1350.5,"14th century, French"
artifact_dataset/augmented_images\32847_aug2.jpg,1350.5,"14th century, French"
artifact_dataset/augmented_images\32847_aug3.jpg,1350.5,"14th century, French"
artifact_dataset/augmented_images\32847_aug4.jpg,1350.5,"14th century, French"
artifact_dataset/augmented_images\32847_aug5.jpg,1350.5,"14th century, French"
artifact_dataset/augmented_images\465912_aug1.jpg,549.5,"6th century (572–573), Byzantine"
artifact_dataset/augmented_images\465912_aug2.jpg,549.5,"6th century (572–573), Byzantine"
artifact_dataset/augmented_images\465912_aug3.jpg,549.5,"6th century (572–573), Byzantine"
artifact_dataset/augmented_images\465912_aug4.jpg,549.5,"6th century (572–573), Byzantine"
artifact_dataset/augmented_images\465912_aug5.jpg,549.5,"6th century (572–573), Byzantine"
artifact_dataset/augmented_images\32958_aug1.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\32958_aug2.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\32958_aug3.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\32958_aug4.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\32958_aug5.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\32961_aug1.jpg,1472.0,"1461–83, British"
artifact_dataset/augmented_images\32961_aug2.jpg,1472.0,"1461–83, British"
artifact_dataset/augmented_images\32961_aug3.jpg,1472.0,"1461–83, British"
artifact_dataset/augmented_images\32961_aug4.jpg,1472.0,"1461–83, British"
artifact_dataset/augmented_images\32961_aug5.jpg,1472.0,"1461–83, British"
artifact_dataset/augmented_images\465911_aug1.jpg,849.5,"9th century (867 or 868), Byzantine"
artifact_dataset/augmented_images\465911_aug2.jpg,849.5,"9th century (867 or 868), Byzantine"
artifact_dataset/augmented_images\465911_aug3.jpg,849.5,"9th century (867 or 868), Byzantine"
artifact_dataset/augmented_images\465911_aug4.jpg,849.5,"9th century (867 or 868), Byzantine"
artifact_dataset/augmented_images\465911_aug5.jpg,849.5,"9th century (867 or 868), Byzantine"
artifact_dataset/augmented_images\32957_aug1.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\32957_aug2.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\32957_aug3.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\32957_aug4.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\32957_aug5.jpg,1357.0,"1350–64, French"
artifact_dataset/augmented_images\32846_aug1.jpg,1150.5,"12th century, German, possibly Thuringia"
artifact_dataset/augmented_images\32846_aug2.jpg,1150.5,"12th century, German, possibly Thuringia"
artifact_dataset/augmented_images\32846_aug3.jpg,1150.5,"12th century, German, possibly Thuringia"
artifact_dataset/augmented_images\32846_aug4.jpg,1150.5,"12th century, German, possibly Thuringia"
artifact_dataset/augmented_images\32846_aug5.jpg,1150.5,"12th century, German, possibly Thuringia"
artifact_dataset/augmented_images\32363_aug1.jpg,1088.5,"1072–1105, Italian, Sicily"
artifact_dataset/augmented_images\32363_aug2.jpg,1088.5,"1072–1105, Italian, Sicily"
artifact_dataset/augmented_images\32363_aug3.jpg,1088.5,"1072–1105, Italian, Sicily"
artifact_dataset/augmented_images\32363_aug4.jpg,1088.5,"1072–1105, Italian, Sicily"
artifact_dataset/augmented_images\32363_aug5.jpg,1088.5,"1072–1105, Italian, Sicily"
artifact_dataset/augmented_images\50076_aug1.jpg,874.5,"Central Javanese period, Second half of the 8th–second half of the 10th century, Indonesia (Java)"
artifact_dataset/augmented_images\50076_aug2.jpg,874.5,"Central Javanese period, Second half of the 8th–second half of the 10th century, Indonesia (Java)"
artifact_dataset/augmented_images\50076_aug3.jpg,874.5,"Central Javanese period, Second half of the 8th–second half of the 10th century, Indonesia (Java)"
artifact_dataset/augmented_images\50076_aug4.jpg,874.5,"Central Javanese period, Second half of the 8th–second half of the 10th century, Indonesia (Java)"
artifact_dataset/augmented_images\50076_aug5.jpg,874.5,"Central Javanese period, Second half of the 8th–second half of the 10th century, Indonesia (Java)"
artifact_dataset/augmented_images\50075_aug1.jpg,874.5,"Central Javanese period, Second half of the 8th–second half of the 10th century, Indonesia (Java)"
artifact_dataset/augmented_images\50075_aug2.jpg,874.5,"Central Javanese period, Second half of the 8th–second half of the 10th century, Indonesia (Java)"
artifact_dataset/augmented_images\50075_aug3.jpg,874.5,"Central Javanese period, Second half of the 8th–second half of the 10th century, Indonesia (Java)"
artifact_dataset/augmented_images\50075_aug4.jpg,874.5,"Central Javanese period, Second half of the 8th–second half of the 10th century, Indonesia (Java)"
artifact_dataset/augmented_images\50075_aug5.jpg,874.5,"Central Javanese period, Second half of the 8th–second half of the 10th century, Indonesia (Java)"
artifact_dataset/augmented_images\322363_aug1.jpg,393.5,"Sasanian, ca. 388–99 CE, Sasanian"
artifact_dataset/augmented_images\322363_aug2.jpg,393.5,"Sasanian, ca. 388–99 CE, Sasanian"
artifact_dataset/augmented_images\322363_aug3.jpg,393.5,"Sasanian, ca. 388–99 CE, Sasanian"
artifact_dataset/augmented_images\322363_aug4.jpg,393.5,"Sasanian, ca. 388–99 CE, Sasanian"
artifact_dataset/augmented_images\322363_aug5.jpg,393.5,"Sasanian, ca. 388–99 CE, Sasanian"
artifact_dataset/augmented_images\32962_aug1.jpg,1486.0,"1486, Austrian"
artifact_dataset/augmented_images\32962_aug2.jpg,1486.0,"1486, Austrian"
artifact_dataset/augmented_images\32962_aug3.jpg,1486.0,"1486, Austrian"
artifact_dataset/augmented_images\32962_aug4.jpg,1486.0,"1486, Austrian"
artifact_dataset/augmented_images\32962_aug5.jpg,1486.0,"1486, Austrian"
artifact_dataset/augmented_images\322362_aug1.jpg,212.5,"Parthian, ca. 212–213 CE, Parthian"
artifact_dataset/augmented_images\322362_aug2.jpg,212.5,"Parthian, ca. 212–213 CE, Parthian"
artifact_dataset/augmented_images\322362_aug3.jpg,212.5,"Parthian, ca. 212–213 CE, Parthian"
artifact_dataset/augmented_images\322362_aug4.jpg,212.5,"Parthian, ca. 212–213 CE, Parthian"
artifact_dataset/augmented_images\322362_aug5.jpg,212.5,"Parthian, ca. 212–213 CE, Parthian"
artifact_dataset/augmented_images\322361_aug1.jpg,169.0,"Parthian, ca. 147–191 CE, Parthian"
artifact_dataset/augmented_images\322361_aug2.jpg,169.0,"Parthian, ca. 147–191 CE, Parthian"
artifact_dataset/augmented_images\322361_aug3.jpg,169.0,"Parthian, ca. 147–191 CE, Parthian"
artifact_dataset/augmented_images\322361_aug4.jpg,169.0,"Parthian, ca. 147–191 CE, Parthian"
artifact_dataset/augmented_images\322361_aug5.jpg,169.0,"Parthian, ca. 147–191 CE, Parthian"
artifact_dataset/augmented_images\322360_aug1.jpg,119.5,"Parthian, ca. 110–129 CE, Parthian"
artifact_dataset/augmented_images\322360_aug2.jpg,119.5,"Parthian, ca. 110–129 CE, Parthian"
artifact_dataset/augmented_images\322360_aug3.jpg,119.5,"Parthian, ca. 110–129 CE, Parthian"
artifact_dataset/augmented_images\322360_aug4.jpg,119.5,"Parthian, ca. 110–129 CE, Parthian"
artifact_dataset/augmented_images\322360_aug5.jpg,119.5,"Parthian, ca. 110–129 CE, Parthian"
artifact_dataset/augmented_images\323485_aug1.jpg,629.0,"Sasanian, ca. 629 CE, Sasanian"
artifact_dataset/augmented_images\323485_aug2.jpg,629.0,"Sasanian, ca. 629 CE, Sasanian"
artifact_dataset/augmented_images\323485_aug3.jpg,629.0,"Sasanian, ca. 629 CE, Sasanian"
artifact_dataset/augmented_images\323485_aug4.jpg,629.0,"Sasanian, ca. 629 CE, Sasanian"
artifact_dataset/augmented_images\323485_aug5.jpg,629.0,"Sasanian, ca. 629 CE, Sasanian"
artifact_dataset/augmented_images\323482_aug1.jpg,232.5,"Sasanian, ca. 224–41 CE, Sasanian"
artifact_dataset/augmented_images\323482_aug2.jpg,232.5,"Sasanian, ca. 224–41 CE, Sasanian"
artifact_dataset/augmented_images\323482_aug3.jpg,232.5,"Sasanian, ca. 224–41 CE, Sasanian"
artifact_dataset/augmented_images\323482_aug4.jpg,232.5,"Sasanian, ca. 224–41 CE, Sasanian"
artifact_dataset/augmented_images\323482_aug5.jpg,232.5,"Sasanian, ca. 224–41 CE, Sasanian"
artifact_dataset/augmented_images\323480_aug1.jpg,232.5,"Sasanian, ca. 224–41 CE, Sasanian"
artifact_dataset/augmented_images\323480_aug2.jpg,232.5,"Sasanian, ca. 224–41 CE, Sasanian"
artifact_dataset/augmented_images\323480_aug3.jpg,232.5,"Sasanian, ca. 224–41 CE, Sasanian"
artifact_dataset/augmented_images\323480_aug4.jpg,232.5,"Sasanian, ca. 224–41 CE, Sasanian"
artifact_dataset/augmented_images\323480_aug5.jpg,232.5,"Sasanian, ca. 224–41 CE, Sasanian"
artifact_dataset/augmented_images\323481_aug1.jpg,689.5,"early Islamic, ca. 689–90 CE, Islamic"
artifact_dataset/augmented_images\323481_aug2.jpg,689.5,"early Islamic, ca. 689–90 CE, Islamic"
artifact_dataset/augmented_images\323481_aug3.jpg,689.5,"early Islamic, ca. 689–90 CE, Islamic"
artifact_dataset/augmented_images\323481_aug4.jpg,689.5,"early Islamic, ca. 689–90 CE, Islamic"
artifact_dataset/augmented_images\323481_aug5.jpg,689.5,"early Islamic, ca. 689–90 CE, Islamic"
artifact_dataset/augmented_images\323484_aug1.jpg,689.5,"early Islamic, ca. 689–90 CE, Islamic"
artifact_dataset/augmented_images\323484_aug2.jpg,689.5,"early Islamic, ca. 689–90 CE, Islamic"
artifact_dataset/augmented_images\323484_aug3.jpg,689.5,"early Islamic, ca. 689–90 CE, Islamic"
artifact_dataset/augmented_images\323484_aug4.jpg,689.5,"early Islamic, ca. 689–90 CE, Islamic"
artifact_dataset/augmented_images\323484_aug5.jpg,689.5,"early Islamic, ca. 689–90 CE, Islamic"
artifact_dataset/augmented_images\323507_aug1.jpg,777.0,"early Islamic, 777 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323507_aug2.jpg,777.0,"early Islamic, 777 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323507_aug3.jpg,777.0,"early Islamic, 777 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323507_aug4.jpg,777.0,"early Islamic, 777 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323507_aug5.jpg,777.0,"early Islamic, 777 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323486_aug1.jpg,677.0,"early Islamic, 677 CE/58 A.H., Islamic"
artifact_dataset/augmented_images\323486_aug2.jpg,677.0,"early Islamic, 677 CE/58 A.H., Islamic"
artifact_dataset/augmented_images\323486_aug3.jpg,677.0,"early Islamic, 677 CE/58 A.H., Islamic"
artifact_dataset/augmented_images\323486_aug4.jpg,677.0,"early Islamic, 677 CE/58 A.H., Islamic"
artifact_dataset/augmented_images\323486_aug5.jpg,677.0,"early Islamic, 677 CE/58 A.H., Islamic"
artifact_dataset/augmented_images\323487_aug1.jpg,762.5,"early Islamic, 762–763 CE/145 A.H., Islamic"
artifact_dataset/augmented_images\323487_aug2.jpg,762.5,"early Islamic, 762–763 CE/145 A.H., Islamic"
artifact_dataset/augmented_images\323487_aug3.jpg,762.5,"early Islamic, 762–763 CE/145 A.H., Islamic"
artifact_dataset/augmented_images\323487_aug4.jpg,762.5,"early Islamic, 762–763 CE/145 A.H., Islamic"
artifact_dataset/augmented_images\323487_aug5.jpg,762.5,"early Islamic, 762–763 CE/145 A.H., Islamic"
artifact_dataset/augmented_images\323506_aug1.jpg,777.0,"early Islamic, 777 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323506_aug2.jpg,777.0,"early Islamic, 777 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323506_aug3.jpg,777.0,"early Islamic, 777 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323506_aug4.jpg,777.0,"early Islamic, 777 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323506_aug5.jpg,777.0,"early Islamic, 777 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323483_aug1.jpg,688.5,"early Islamic, ca. 688–9 CE, Islamic"
artifact_dataset/augmented_images\323483_aug2.jpg,688.5,"early Islamic, ca. 688–9 CE, Islamic"
artifact_dataset/augmented_images\323483_aug3.jpg,688.5,"early Islamic, ca. 688–9 CE, Islamic"
artifact_dataset/augmented_images\323483_aug4.jpg,688.5,"early Islamic, ca. 688–9 CE, Islamic"
artifact_dataset/augmented_images\323483_aug5.jpg,688.5,"early Islamic, ca. 688–9 CE, Islamic"
artifact_dataset/augmented_images\323488_aug1.jpg,777.5,"early Islamic, 777–778 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323488_aug2.jpg,777.5,"early Islamic, 777–778 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323488_aug3.jpg,777.5,"early Islamic, 777–778 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323488_aug4.jpg,777.5,"early Islamic, 777–778 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323488_aug5.jpg,777.5,"early Islamic, 777–778 CE/161 A.H., Islamic"
artifact_dataset/augmented_images\323477_aug1.jpg,274.5,"Sasanian, ca. 273–6 CE, Sasanian"
artifact_dataset/augmented_images\323477_aug2.jpg,274.5,"Sasanian, ca. 273–6 CE, Sasanian"
artifact_dataset/augmented_images\323477_aug3.jpg,274.5,"Sasanian, ca. 273–6 CE, Sasanian"
artifact_dataset/augmented_images\323477_aug4.jpg,274.5,"Sasanian, ca. 273–6 CE, Sasanian"
artifact_dataset/augmented_images\323477_aug5.jpg,274.5,"Sasanian, ca. 273–6 CE, Sasanian"
artifact_dataset/augmented_images\323248_aug1.jpg,625.5,"Byzantine, ca. 610–41 CE, Byzantine"
artifact_dataset/augmented_images\323248_aug2.jpg,625.5,"Byzantine, ca. 610–41 CE, Byzantine"
artifact_dataset/augmented_images\323248_aug3.jpg,625.5,"Byzantine, ca. 610–41 CE, Byzantine"
artifact_dataset/augmented_images\323248_aug4.jpg,625.5,"Byzantine, ca. 610–41 CE, Byzantine"
artifact_dataset/augmented_images\323248_aug5.jpg,625.5,"Byzantine, ca. 610–41 CE, Byzantine"
artifact_dataset/augmented_images\323476_aug1.jpg,243.0,"Sasanian, ca. 241–72 CE, Sasanian"
artifact_dataset/augmented_images\323476_aug2.jpg,243.0,"Sasanian, ca. 241–72 CE, Sasanian"
artifact_dataset/augmented_images\323476_aug3.jpg,243.0,"Sasanian, ca. 241–72 CE, Sasanian"
artifact_dataset/augmented_images\323476_aug4.jpg,243.0,"Sasanian, ca. 241–72 CE, Sasanian"
